state,year,prcp-01,prcp-02,prcp-03,prcp-04,prcp-05,prcp-06,prcp-07,prcp-08,prcp-09,prcp-10,prcp-11,prcp-12,snow-01,snow-02,snow-03,snow-04,snow-05,snow-06,snow-07,snow-08,snow-09,snow-10,snow-11,snow-12,snwd-01,snwd-02,snwd-03,snwd-04,snwd-05,snwd-06,snwd-07,snwd-08,snwd-09,snwd-10,snwd-11,snwd-12,tmax-01,tmax-02,tmax-03,tmax-04,tmax-05,tmax-06,tmax-07,tmax-08,tmax-09,tmax-10,tmax-11,tmax-12,tmin-01,tmin-02,tmin-03,tmin-04,tmin-05,tmin-06,tmin-07,tmin-08,tmin-09,tmin-10,tmin-11,tmin-12
AB,1997,13.790123456790123,0.4415584415584415,30.61842105263158,4.012345679012346,15.180904522613066,23.51818181818182,7.037617554858934,10.92330383480826,1.6567796610169492,15.526315789473683,1.7183098591549295,1.3975903614457832,11.493827160493828,0.4415584415584415,31.210526315789476,3.993827160493827,2.2311557788944723,0.0909090909090909,0.0,0.0,0.0,0.6390977443609023,1.6619718309859155,1.3975903614457832,408.39506172839504,416.3636363636364,375.5263157894737,85.8641975308642,20.201005025125628,3.9696969696969697,0.0,0.0,0.0,5.864661654135339,21.97183098591549,35.42168674698795,-9.580246913580249,1.1207792207792209,-7.597368421052631,3.068518518518519,12.369849246231157,18.59939393939394,18.073040752351098,25.01533923303835,21.47203389830508,15.102255639097743,9.069014084507042,2.8361445783132533,-21.13703703703704,-10.39090909090909,-15.394736842105264,-5.91358024691358,2.8889447236180903,9.866666666666667,6.022884012539185,10.361061946902655,3.619915254237288,2.901503759398496,-1.3915492957746478,-8.985542168674698
AB,1998,40.30337078651685,0.0256410256410256,14.48780487804878,3.4497041420118344,12.896373056994818,44.20061728395062,52.246153846153845,16.923780487804876,0.6177606177606177,0.6891891891891891,11.882352941176473,7.945652173913044,42.71910112359551,0.0256410256410256,15.146341463414634,1.366863905325444,0.0,0.8518518518518519,0.0,0.0,0.0,0.0,6.0,8.58695652173913,76.62921348314607,152.69230769230768,119.39024390243902,35.976331360946745,7.927461139896373,0.3703703703703703,0.0,0.0,0.0,17.16216216216216,18.11764705882353,107.28260869565216,-16.20112359550562,-3.092307692307692,2.602439024390244,8.992899408284023,23.02176165803109,12.114506172839508,22.032615384615383,25.772865853658537,25.52277992277992,9.5,4.865882352941177,-6.020652173913043,-22.12696629213483,-15.035897435897436,-9.764634146341464,-2.007100591715976,5.457512953367876,4.138271604938272,11.619384615384616,12.55640243902439,6.861003861003861,-0.4864864864864865,-3.1364705882352943,-16.706521739130434
AB,1999,3.4791666666666665,2.841463414634146,7.826086956521739,0.4,22.4527027027027,21.761494252873565,58.55018587360595,0.5986394557823129,14.346666666666666,13.879518072289155,0.0,11.443298969072163,3.4479166666666665,3.1341463414634148,10.25,0.3636363636363636,0.1013513513513513,1.2959770114942528,0.1115241635687732,0.0,0.0,12.174698795180722,0.0,15.896907216494846,236.14583333333331,364.1463414634146,310.6521739130435,122.0,25.74324324324324,9.683908045977011,0.037174721189591,0.272108843537415,0.0,6.265060240963855,45.55555555555556,86.49484536082474,-12.4375,-2.952439024390244,1.556521739130435,5.671818181818182,17.27162162162162,15.789655172413791,16.33085501858736,19.29115646258504,15.194666666666665,8.331325301204819,5.134444444444445,-1.7175257731958762,-21.43125,-13.602439024390245,-8.559782608695652,-8.935454545454546,1.0344594594594594,4.145114942528736,7.3728624535315985,3.7285714285714286,2.7546666666666666,-2.166265060240964,-8.53111111111111,-15.727835051546393
AB,2000,26.89,3.5157894736842104,6.578947368421052,9.020833333333334,2.7379310344827585,2.757225433526012,33.35333333333333,32.83552631578947,85.2690909090909,7.98639455782313,0.819672131147541,0.4649122807017544,27.89,2.4,7.557894736842106,1.6805555555555556,0.0,0.0953757225433526,0.0,0.0,1.3709090909090909,4.312925170068027,0.6065573770491803,0.5350877192982456,90.9,147.47368421052633,208.0,42.5,5.379310344827586,5.606936416184971,1.7333333333333334,0.0,0.0,2.517006802721089,17.62295081967213,46.05263157894737,-9.671,2.901052631578948,1.5515789473684212,10.875,19.4151724137931,17.065028901734102,25.741333333333333,25.790131578947367,11.92981818181818,9.5578231292517,6.538524590163934,-13.619298245614036,-15.893,-12.07263157894737,-9.910526315789474,0.6333333333333333,4.1786206896551725,0.5372832369942196,9.886666666666668,12.783552631578948,5.420363636363636,-2.1510204081632653,-4.970491803278688,-25.76578947368421
AB,2001,3.1132075471698117,1.495049504950495,0.1346153846153846,13.54054054054054,6.086092715231788,10.177257525083611,54.73746312684366,6.2942857142857145,9.938223938223938,3.028776978417266,3.52,3.458333333333333,0.9622641509433962,1.306930693069307,0.0961538461538461,13.18918918918919,0.8874172185430463,0.0,0.0,0.0,0.0,0.0,2.392,3.9916666666666663,88.77358490566037,71.78217821782178,86.82692307692308,25.81081081081081,4.768211920529802,0.3678929765886287,0.0,0.0,0.0,5.467625899280575,28.4,149.5,2.789622641509434,4.385148514851485,5.440384615384615,7.87972972972973,14.117218543046356,22.150501672240804,20.300294985250737,23.386000000000003,19.505019305019307,15.202877697841725,8.844,-8.09,-9.898113207547173,-9.116831683168316,-5.572115384615385,-4.660135135135135,1.067549668874172,5.072240802675585,9.101769911504425,8.342571428571429,4.937065637065637,0.8237410071942446,-1.9112,-21.654166666666665
AB,2002,0.1428571428571428,0.2162162162162162,9.87704918032787,3.876847290640394,4.8381877022653725,11.130434782608695,14.08284023668639,17.457236842105264,18.474285714285717,2.381818181818182,0.2608695652173913,0.9831932773109244,0.1680672268907563,0.2162162162162162,10.844262295081966,4.004926108374384,0.7184466019417476,0.0,0.0,1.9013157894736843,0.0914285714285714,0.0,0.0,0.8319327731092437,134.87394957983193,185.4954954954955,229.50819672131144,147.88177339901478,4.951456310679611,2.422360248447205,0.0,0.0328947368421052,0.0,7.0,22.956521739130437,7.73109243697479,-10.952100840336136,-1.808108108108108,-9.411475409836068,-8.270443349753695,13.46925566343042,19.25434782608696,20.38698224852071,11.824013157894736,13.810285714285715,10.806363636363637,6.532173913043478,7.448739495798319,-24.418487394957985,-15.324324324324325,-23.00163934426229,-16.152216748768474,-1.6372168284789643,3.8642857142857134,7.30414201183432,3.450657894736842,1.3445714285714283,-2.814545454545455,-9.623478260869566,-2.584873949579832
AB,2003,0.0,8.4765625,5.992063492063492,22.93421052631579,9.970873786407768,28.99112426035503,24.73607038123167,15.486725663716816,5.5813953488372094,0.0222222222222222,12.028301886792454,0.0,0.0,7.3828125,7.150793650793651,16.95614035087719,7.048543689320389,0.0,0.0,0.0,0.0,0.0,9.924528301886792,0.0,71.52,183.046875,275.7936507936508,47.93859649122807,0.7443365695792881,0.0,0.0,0.0,0.8637873754152824,10.555555555555555,125.5754716981132,126.11650485436893,-0.2824,0.296875,-11.67936507936508,2.8171052631578943,17.976051779935275,19.89023668639053,22.50733137829912,30.22448377581121,16.18870431893688,21.607777777777777,-2.8858490566037736,-2.233009708737864,-14.8776,-8.07265625,-26.659523809523808,-3.8412280701754384,3.668284789644013,9.802366863905323,8.14633431085044,13.32448377581121,2.3637873754152823,-1.3944444444444444,-16.875471698113206,-14.874757281553396
AB,2004,16.70754716981132,1.3596491228070176,14.477941176470589,2.788321167883212,11.632911392405065,9.43452380952381,25.84272997032641,10.42258064516129,51.83127572016461,0.4438775510204081,0.7692307692307693,1.401639344262295,16.056603773584907,1.0263157894736843,16.066176470588236,1.7226277372262773,5.708860759493671,0.0595238095238095,0.0,0.0,0.0,0.0765306122448979,0.986013986013986,1.4508196721311477,139.53773584905662,290.0,152.05882352941177,24.744525547445257,6.6455696202531644,0.0,0.0,0.0,0.0,0.0510204081632653,14.335664335664337,28.524590163934427,-14.00377358490566,-14.675438596491228,2.150735294117647,8.003649635036496,14.753164556962023,17.375,24.2053412462908,19.9,17.17530864197531,15.165816326530612,6.232867132867132,3.600819672131148,-20.556603773584907,-26.2859649122807,-9.168382352941178,-4.683211678832117,-1.9262658227848104,3.416964285714285,10.298516320474777,8.439032258064517,6.020164609053499,-6.726020408163265,-5.36993006993007,-7.012295081967213
AB,2005,5.142857142857143,3.0970149253731343,3.258992805755396,4.736434108527132,2.36734693877551,34.69452449567724,23.32456140350877,14.644117647058824,6.700336700336701,70.87567567567568,4.428571428571429,9.52136752136752,5.292857142857143,1.2985074626865671,3.050359712230216,2.875968992248062,0.2419825072886297,0.0,0.0,0.0,0.0,2.443243243243243,1.2781954887218046,9.82905982905983,146.57142857142858,126.04477611940298,102.73381294964028,19.108527131782942,1.020408163265306,0.0,0.0,0.0,0.0,0.2162162162162162,8.045112781954888,36.92307692307692,-19.90142857142857,8.305970149253731,8.309352517985612,13.466279069767442,12.868221574344023,19.407780979827088,21.66520467836257,25.663235294117648,19.11077441077441,8.475135135135135,11.876691729323309,-13.11880341880342,-26.553571428571427,-2.361194029850746,-7.297122302158273,-0.8058139534883721,-2.908454810495627,7.422190201729107,8.842982456140351,11.5,4.222895622895623,1.5194594594594597,-1.1917293233082706,-18.165811965811965
AB,2006,3.468468468468469,0.7008547008547008,8.756756756756756,3.4307692307692306,28.50354609929078,1.334319526627219,7.157728706624606,14.1580547112462,6.723905723905724,6.542857142857143,1.882882882882883,3.163636363636364,2.171171171171171,0.9401709401709402,12.01801801801802,0.4307692307692308,1.0780141843971631,0.0,0.0,0.0,0.3097643097643097,0.1942857142857142,2.5405405405405403,3.263636363636364,19.45945945945946,53.76068376068376,142.7027027027027,35.38461538461539,3.049645390070922,0.0,0.0,0.0,0.9427609427609428,0.8571428571428571,108.10810810810813,208.0909090909091,-0.0027027027027026,0.4452991452991453,-2.809009009009009,8.837692307692308,14.664539007092197,24.93136094674556,24.434384858044165,19.48449848024316,17.52323232323232,12.553142857142856,-1.573873873873874,-10.915454545454546,-7.127027027027027,-9.54102564102564,-13.345945945945946,-4.568461538461539,3.45177304964539,7.401775147928995,8.545110410094638,6.778419452887538,1.9656565656565652,3.203428571428572,-11.212612612612611,-19.39
